comment_id,video_id,comment_text,discourse_label,annotation_confidence,pass_a_label,verification_label,verification_status,adjudication_required,final_annotation_source
UgggBmLkiGTcY3gCoAEC,6ceW7ugIKMs,kenapa kalender hijriah dengan kalender cina berbeda?,Question,High,Question,Question,confirmed,False,pass_agreement
UgzwNexjgP0pOIZ6H1h4AaABAg,T8g_hUpx9VU,"Ok pertanyaanku terjawab, aku kira hal yang paling panas adalah inti bumi🗿",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgiiT00kYaqSmHgCoAEC,Tx87wEaDtxo,kenapa kalau makan kita kenyang?,Question,High,Question,Question,confirmed,False,pass_agreement
UgjHvhZDTBkzQXgCoAEC.8Gprc_WBtqe8MGUGU0eFi4,iq0yOkj3d28,Luthfi Prawiro padahal anda komentar sekitar 4 bulan lalu. 👏👏👏 sabar ngadepin orang yg suka bicara kasar tp anda jawabnya dengan kepala dingin 😆 jualan es batu ya? 😂 guyon loh ya..,Question,High,Question,Question,confirmed,False,pass_agreement
Ugyynny7H8JptuXPyj14AaABAg.92Y2jW9cVAS94bj1qmHIcn,QK01ROEqJ1A,"@@Rizki Maulana --  berarti pinter banget yo--- smpai begitu saja percaya pada teori teori tentang alam semesta alien jin-- justru dg kaji mendalam tentang TSELEM DEMUTH, ada disitu jawabannya--- berkah dalem",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgxoA766dVKzfkccZgJ4AaABAg,dghOCZmSEUQ,Bang mau tanya seperti apa bentuk bintang?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugyb7BtxhS57G6tTcbJ4AaABAg.9NMyGfHrbjv9PA6niUgoWn,QK01ROEqJ1A,@Xenbradlley hadeh emang yng nonton ini cuma beragama islam? StupidNeverLearn,Question,High,Question,Question,confirmed,False,pass_agreement
Ugw_nO8GyOB4ely4UqJ4AaABAg,rloh5wZxFrU,Kenapa pesawat kertas bisa terbang #beranibertanya,Agreement,Low,Opinion,Agreement,revised,False,verification_revision
UgwkzuzFWBdTjjNZZi94AaABAg,QK01ROEqJ1A,"Allah SWT berfirman:  يُسَبِّحُ لِلّٰهِ مَا فِى السَّمٰوٰتِ وَمَا فِى الْاَ رْضِ الْمَلِكِ الْقُدُّوْسِ الْعَزِيْزِ الْحَكِيْمِ  ""Apa yang ada di langit dan apa yang ada di bumi senantiasa bertasbih kepada Allah. Maha Raja, Yang Maha Suci, Yang Maha Perkasa, Maha Bijaksana."" (QS. Al-Jumu'ah 62: Ayat 1)",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgxP4wbPf6tKgwoPJPp4AaABAg.8YIAnAPisMb8ZLlNhaj-fe,Tx87wEaDtxo,Muhammad Topar ketahuan nton nya di skip yaa,Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UgyaC7KYh0Hxa7CxWV94AaABAg,T9ttUfGG7EE,Kenapa indonesia tdk bisa membuat roket kyk negar lain?🙋😞,Question,High,Question,Question,confirmed,False,pass_agreement
UgwX6CxM4-nTfLnt_cJ4AaABAg,NVDIHTGVcLc,kalau cermin terbuat dari apa?,Question,Medium,Question,Question,confirmed,False,pass_agreement
UgwckIBf-RerKy_uQlR4AaABAg,Beod6J0genE,kak coba apa yg bisa dibanggakan indonesia?,Question,High,Question,Question,confirmed,False,pass_agreement
Uggg3G_3uD1EI3gCoAEC,uA3cMFjqfaM,min kenapa orang indonesia suka klakson bis ?,Question,High,Question,Question,confirmed,False,pass_agreement
UgxlW9pdsQaqQiB73ld4AaABAg.9QW64bknyuD9R205kNb0Bn,T9ttUfGG7EE,"Km fikir dlu secara logis, cri dri sumber mana pun. Km pasti bsa menemukan nya",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UghlO73N83qqengCoAEC,eXml_nlmPoE,yang bilang  bumi itu kotak suruh dia liat planet lain,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgwxTaA3jKgqPvmOBU94AaABAg.9CmLYHf_Bft9DyFolPLckx,QK01ROEqJ1A,eh streotrostope itu langit kedua tk silap.. fix kalau salah,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugj11NpZuXT1GHgCoAEC.8Gp9crTL1Ci8GreT9kZsHF,iq0yOkj3d28,"Nggak ada yang perlu dijelasin, semua video2 yang di upload Flat Earthers (yang dipasang google adsense tentunya biar dapet duit), tidak berguna dan tidak efektif. Coba lihat seberapa banyak penelitian yang telah dilakukan para jenius yang memiliki *rasa ingin tahu* yang tinggi di sepanjang sejarah manusia dan tentu saja kontribusi mereka di dunia sains dan astronomi telah merubah sejarah.   Sebutkan berapa banyak tokoh2 yang berperan dalam dunia astronomi untuk membuktikan bulatnya bumi. Lalu sebutkan berapa banyak tokoh *berpengaruh* yang Flat Earth Society punya untuk menggebrak media massa. Berapa? 2 (dua)?   ""nggak kok, flat earth society punya banyak anggota2 dan tokoh2 berpengaruh yang bisa menggebrak media massa. Tapi nonton video dulu..."" ha ha ha  Lagi deh  Kita bandingkan lagi, apa yang telah Flat Earth Society kontribusikan ke modern sains selama 60 tahun ini? Apakah Flat Earth Society punya hal lain di dalam agenda mereka selain konspirasi bodoh tak masuk akal. Apa yang bisa Flat Earth Society lakukan sekarang untuk merubah sejarah? membuktikan kalau *teori* itu benar? dengan suruh nonton video? heh heheh  Jangan sampai Flat Earthers berakhir menjadi tidak mengakui sejarah LOL",Experience,High,Experience,Experience,confirmed,False,pass_agreement
UgzlE9pbMxZq2ZBLiYN4AaABAg.8ztAjFqsnmV8zz0BklUvkY,QK01ROEqJ1A,@gassken1286 kalo lu mau bersyukur ya berdoa. Bukan komen di youtube,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgxQ6s7BB0inEWO1S8l4AaABAg,QK01ROEqJ1A,Berarti apakah benar jika ada orang yang sampai ke bulan?,Question,Low,Question,Question,confirmed,False,pass_agreement
UgxbGVKGa1fHXCgkv0t4AaABAg,21seK8tKSYI,Fix bumi itu bulat! Yang bilang bumi datar berarti kurang belajar,Question,Low,Opinion,Question,revised,False,verification_revision
Ugxae5fEsI1Nj0E8b794AaABAg,zbSe0xE7tg0,"Min, kenapa ya ular gk dikasih kaki ? 🙄",Question,Low,Question,Question,confirmed,False,pass_agreement
UgwiBvnI21VYRiGA6a14AaABAg,YljSXjd4lnk,bang kenapa kalau hati kita sedih mata kita juga sedih)nangis,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ughf34JyEX0BgHgCoAEC.8BoLDlzDIhu98eMHUnmkJ8,H_5TPzquRyo,@nilhydrogaming2138 woy lu jangan sok sokan nggak beragama lah. Apakah dalam agama anda tidak ada kata dosa?,Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugy65W5Fz8rix_V48st4AaABAg.8tpXf5RyXqs8u1HR8ZktOg,2EVv7dmTFik,Kalo 5 milyar belum padam tapi makin besar dan makin panas (red giant sun) habis itu 2 milyar tahunnya lagi matahari akan menyusut dan mendingin (white dwarf) dan sampe bertriliun-triunan tahun matahari akan menjadi kecil dan tidak memancarkan cahaya lagi (black dwarf/bintang gelap/mati),Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UghZcfNYTzx4mHgCoAEC.8QRWIlS4NU58ny8gGgCumV,iq0yOkj3d28,"coba aja kaum FE itu memberikan pergerakan yang spesifik tentang bumi datar dengan teori yang fakta adanya seperti NASA dan kawan kawan, mala kebanyakan kaum FE itu cuman bullshit doang si wkwkwkwk",Experience,Low,Opinion,Experience,revised,False,verification_revision
UgyrIiqacDVyQgJ1Bah4AaABAg,t5SaFgSaM_M,Memangnya kalau pindah planet semua kalangan bisa ikut? Jika masih bisa diperbaiki kenapa harus meninggalkan? #azek,Question,Medium,Question,Question,confirmed,False,pass_agreement
UgyS_EQnwXvNP0SW3dd4AaABAg,NVDIHTGVcLc,kenapa kita merasa berbeda saat pertama kali melewati suatu jalanan dengan sudah melewatinya berkali kali? #kokbisa,Question,High,Question,Question,confirmed,False,pass_agreement
UgxrsZSxgaPFUTaIGgp4AaABAg,uA3cMFjqfaM,Alien ada atau gx sih?,Agreement,Medium,Question,Agreement,revised,False,verification_revision
UgwdGrKx4wd1bCaFZaJ4AaABAg,T8g_hUpx9VU,Paling panas adalah jok motor yg di parkir di lapangan,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugy7smr8JJ0PsC9ZN8l4AaABAg.9aB3TaCrFIY9gyLHUkbscN,JRJ1ngbUe6A,"@budidakocan4350 betul sekali, makin tipis udara maka laju suatu benda bisa lebih cepat, kalau udaranya gak ada maka benda akan bergerak tanpa hambatan, bisa sangat cepat dan tidak berkurang kecepatammya",Disagreement,Low,Disagreement,Disagreement,needs_adjudication,True,adjudicated
UgwZw6df-h9wDiN9Hld4AaABAg,zbSe0xE7tg0,"Eh,min. Kenapa kita bisa kena brainfreeze? :v",Question,High,Question,Question,confirmed,False,pass_agreement
UgiMPGzMp5Pw6ngCoAEC,FMNRItiR6ZA,kenapa kok pas minum air dingin rasanya seger banget...??,Question,Medium,Question,Question,confirmed,False,pass_agreement
UghHV3W5VS9RBHgCoAEC.8GqIHu5YcTi8Grz9n1Va6O,iq0yOkj3d28,kebanyakan nonton bokep lu somplak,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugw7p1tBXaVqQQ10Umt4AaABAg.90XtRKw2gI190hqTUv2eB2,QK01ROEqJ1A,@ian_devilsmobilelegends9842 kalo muslim silahkan bedah hadist riwayat bukhari dan muslim,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyXx2TnEDVMvYE66HJ4AaABAg,t5SaFgSaM_M,"""Mereka adalah kita""",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgheB1eV41TlZXgCoAEC.8C_RS2nduGz8JnN6n6LzjV,FjFsx6iQE3Y,coba seandainya ada kendaraan luar ankasa yg kecepatan 1tahun cahaya per hari 😯😯,Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UghCDYHj0774-ngCoAEC,NVDIHTGVcLc,"Ngakak njer, pas denger ""Seharga 5000 Mobil Lamborghini, yang setelah dibeli, entah mau diparkir dimana"" :v",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyoWUoZ0IZuEI0Z03V4AaABAg.9QsGSl5PTwV9QtF4lP01_d,QK01ROEqJ1A,@Wong_melarat ye di bilangin malah ngelunjak,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugz8zUBciYK6yeLc4Ql4AaABAg,QK01ROEqJ1A,Kok tumben gk ada bakso,Question,Low,Opinion,Question,revised,False,verification_revision
UggD5SA3swZrcXgCoAEC.8OveahPNbFO8OwVmmTzt8i,JRJ1ngbUe6A,"Ajeb Ajeb lupak saya, kan ""klo gasalah"" wkwk. Makasih koreksinya gan :D",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzX62aeVFgx_RCmZbF4AaABAg.8kEaNw1T_mq8qKRIskaKxG,qis44fqpuAU,Anda terlalu jenius pak..lol,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgynMdWz1dgTI5h3Khl4AaABAg.9K_wbIV4w6A9L0QNyyykBE,impJiSfof9E,Siapa tau sama gitu? Soalnya suaranya juga sama,Question,High,Question,Question,confirmed,False,pass_agreement
Ugz8OpUIj9FIfzq6U_J4AaABAg,QK01ROEqJ1A,"Alam semesta punya la besar, and you still ""single"" 🤣😂",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugwuyo13JEGglJ-q4kt4AaABAg,impJiSfof9E,sepintar pintar nya manusia pasti akan mati juga sebaik baiknya kita membuat rumah pasti akan hancur juga di mana ada kebaikan pasti ada ujungnya  semarah marah nya kita pasti ada ujung  begitu juga seperti bumi pasti akan hancur juga,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyC3dSxbL-NWVKhvO14AaABAg,21seK8tKSYI,makanya theori bumi itu datar itu sesat,Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
Ugx3Ma58MbsF2MdRQIp4AaABAg.APuNnhd4NGcATlnFcHCHub,rloh5wZxFrU,seharusnya bumi datar ke channel lcyma science yang specialist membhasmi bumi datar dan membuat para kaum bumi datar berkomentar mencari kesalahan yang salah,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugz1nbEOHZhAp0kzJZt4AaABAg.9-hpGZbJGI590QxbLo4psT,FjFsx6iQE3Y,Jin sama setan itu sama.. Hanya saja setan itu sifat yang buruk dari jin.,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyzvhMqYIhbHaFltgp4AaABAg.8qU4UOV0GL58vc-_e_kgvB,qis44fqpuAU,Jika kamu bisa berbahasa Rusia 😂😂😂,Agreement,Low,Opinion,Agreement,revised,False,verification_revision
UgwxdmshGk4lK6h_UdJ4AaABAg,QK01ROEqJ1A,Menuju tak terbatas dan melampauinya,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugi7yEHCMw4vdXgCoAEC.8FaVEwsYO9I8FebtaT2Kwm,NVDIHTGVcLc,"kucing itu ga takut sama timun, melainkan sama benda yang tiba-tiba berada di belakangnya. jadi kalau ada benda apapun (berukuran ga terlalu besar) ditaruh di belakangnya, ada kemungkinan dia bisa kaget.",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzwavcwxpNXYuvQ1wl4AaABAg,0QCq6GPY8kQ,Kenapa Gelumbang berbentuk bulat?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugw1OOCHBn-vC3I0wot4AaABAg.8sPaTLddrkN8tGDtdIoRc-,Tx87wEaDtxo,"white hole itu ngga pernah ada, karna white hole itu kan kebalikannya dari Black hole, yaitu memuntahkan apa aja yg ada didalamnya dan untuk white hole itu untuk ada, alam semesta kita harus ""reverse entropy"". Yaitu dg menurunkan entropi, dan ini melanggar hk termodinamika 2 (hk entropi) yg bilang klo entropi didalam suatu sistem harus tetap atau meningkat. White hole itu sendiri muncul didalam rumus2 relativitas umum Einstein.  Itu sih yg waktu itu saya baca, dan itu semua masih spekulasi, maaf klo ada salah penulisan:)",Experience,High,Experience,Experience,confirmed,False,pass_agreement
Ugzd56ak8KUkxVv-UFt4AaABAg,21seK8tKSYI,Yang dislike pasti anak FE,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgyfTanVZeT8A840mbZ4AaABAg,NVDIHTGVcLc,Jane gae opo seh mbangung duwur2? Dolanan endut neg lemah luwih penak,Question,Medium,Question,Question,confirmed,False,pass_agreement
UgwXuuMuxwShK1zPBD14AaABAg.90EX3aVvzft91HEeBFfUGe,QK01ROEqJ1A,@wijyss berarti disurga boleh ngecrot and ena ena gitu ? Bukannya kalo org msuk surga tidak memikirkan hal duniawi dan meterial lagi ?,Question,High,Question,Question,confirmed,False,pass_agreement
UghJMQ80JQjYSHgCoAEC,NVDIHTGVcLc,Gempa juga penting dalam desain gedung.,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Uggk1MHmu8fpgXgCoAEC,NVDIHTGVcLc,manaaaaaa bisaaaaa indonesia bikin segitu indonesia lemaaaaah,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugw95FWhDNCcAs5H2iJ4AaABAg.8ziXqaHmvzL8zmhn61K35q,QK01ROEqJ1A,Ya gk lah itu cuman gambaran,Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UgyvzNKqsscYUyWEf6V4AaABAg,5Zi4qGpGop4,"Min tolong kasih penjelasan, kenapa tumbuhan tumbuh ke arah cahaya sedangkan tumbuhan tumbuh karena adanya auksin. Dan auksin itu takut sama cahaya. (Kalo ga salah ya, dulu pelajaran pas sekolah)",Experience,High,Experience,Experience,confirmed,False,pass_agreement
UgxMCd-y9DIDu86Ktf54AaABAg,FjFsx6iQE3Y,Alam semesta sebesar ini gamungkin hanya ada 1 kehidupan,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugy9oV_onQJb-xZ7rtx4AaABAg,QK01ROEqJ1A,"Terharu aku pas dibagian akhir,merinding jga mau nangis.Akan terus dukung ni channel karena channel ini sangat bermanfaat bagi banyak orang,sukses slalu  channel kok bisa😊",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzyBcg8cXqufi-roRx4AaABAg,qis44fqpuAU,Ingin Kembali ke masa lalu. Buat blg terima kasih ke diri sendiri karena sudah melalui banyak hal yang bisa disyukurin di waktu lampau.,Praise,Medium,Praise,Praise,confirmed,False,pass_agreement
UgjE49ryaQJ6e3gCoAEC.8Gp-vOzFwSL8GufJ6BTnl6,iq0yOkj3d28,+Agung Fitriawan buktinya apa? Jangan kasih video editan abal2,Question,High,Question,Question,confirmed,False,pass_agreement
UgyOSfwbaennNysCkYt4AaABAg,qis44fqpuAU,pengen liat Kakek nenek + ke jaman batu :v,Agreement,Low,Agreement,Agreement,confirmed,False,pass_agreement
Ugz251cHYahk7tnlOL14AaABAg.9ffsPNr079W9gdYE0rDFUC,21seK8tKSYI,"@mujitoanam3349 nah kalau anda bilang Big Bang ""menyangkal"" eksistensi Tuhan, gak bisa dibenarkan juga, Kej. 1 : 1 menyatakan ""Pada mulanya Allah menciptakan langit dan Bumi, dan Ia bersabda ""Jadilah Terang"""" di IPTEK, bigbang sendiri DITEORIKAN sebagai titik Tumpu, ingat Tuhan punya berbagai macam cara, kita tinggal di DuniaNya mana kita bisa tau bagaimana Dia menciptakan Alam Semesta secara detail dan terperinci? Paus Fransiskus menyatakan : Teori Big Bang tidak bertentangan dengan awal mula alam semesta di agama agama abrahamis",Question,Low,Question,Question,needs_adjudication,True,adjudicated
UgzqNthxizX9KB-MnMJ4AaABAg,rha05J96bOM,"Kak emang kenapa si kita merasa ada yang bergerak tapi ga ada apa apa,apa ini ulah hantu   Edit:mohon di jawab 😅😅😅😅",Opinion,Low,Opinion,Opinion,needs_adjudication,True,adjudicated
UgwHC_oVwicrFrI1k6V4AaABAg.99FRQLbWO0i9AZtV4R1yIw,QK01ROEqJ1A,@senass7834 bisa di jelaskan knp ga semua kera berevolusi?,Question,Low,Question,Question,confirmed,False,pass_agreement
Ugwgls8smOf5frswgD94AaABAg.8izm1oN-rPR8j-GrUBJ4qY,T9ttUfGG7EE,Muhammad Yusuf Malik percaya sama tuhan mas jangan sama FE :v,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugwl9UE2P6-XOfF9F4F4AaABAg.8tgtYNLr8-I8tmezg1xH6U,impJiSfof9E,Intinya Di Sedot Black Hole Itu Ga Enak,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugzg9WIYcdLB-kxI1cp4AaABAg,QK01ROEqJ1A,"Auto subrek gw  Oya, setelah nonton vidio ini gw cuma mau nyampein satu hal untuk smua musuh gw dan smua org yg sudah ataupun yg blm gw kenal, SALAM DAMAI SOB, KITA SATU RUMAH  Bumi, 2020",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UggPwLrCWo6P_XgCoAEC.8HeYBnnsRPA8XGi5k5hoIm,iq0yOkj3d28,kecepatan cahaya itu berkecepatan 300000 km/detik,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgwqeGqQByqF-bIpvqR4AaABAg,5Zi4qGpGop4,Bagaimana para ilmuwan dan astronot itu memotret galaksi Bimasakti padahal kita berada di galaksi Bimasakti? #Kokbisa #ask #Beranibertanya,Question,High,Question,Question,confirmed,False,pass_agreement
Ugxf9czHCsADQTeKiGx4AaABAg,2EVv7dmTFik,kalo tanpa ada matahari kita tak bisa hidup,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyKTYiej-rnxOmslyF4AaABAg.8zRsB2j3OzFA4pWdRp4By9,QK01ROEqJ1A,"Jangan ngetawain Lo, kalau multiverse beneran ada itu tetap di hitung alam materi. Itu aja udah banyak dan luas pula, di tambah alam ghaib atau apalah itu yg terdiri dari asgard, Midgard, Jotunheim, swalftalheim, alfheim  yg jumlahnya ada 9 itu dan itu semua di wadahi sama tubuh tuhan yg di film Thor yg di panggil buat ngidupin anak nya itu sebenarnya itu gambaran tuhan yg mewadahi seluruh alam multiverse beserta dimensi2nya.",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgxGub5Do2JJHiKhVFR4AaABAg,QK01ROEqJ1A,dan sekarang plis stay at home :),Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgzlkmqDE4ECmcaFSOp4AaABAg.8krJ4IAM1ki8krOZ5xbzVd,YxgOhIQJX3Q,Karna hipnotis  itu mitos..  ad di video  sebelumnya,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgxysV9uuHGw_wz4agp4AaABAg,AxyPASIXz1k,3:45 hataraku saibou,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgwhcFmPt1LsnpkznOZ4AaABAg,21seK8tKSYI,"Bang...kalo bumi bulat ,knp benda yg sebenarnya lurus ga keliatan bengkok..dan sebaliknya benda yg sebenarnya bengkok g keliatan lurus",Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UgyKKG4W2bcZf6U-uNF4AaABAg.9QKn7mDl4Kj9SWJimkz_hb,iq0yOkj3d28,Emang ada videonya,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgzpgqEtCyu5n-IMcrx4AaABAg.8eChvao0tsU8f0PhTZtJoT,21seK8tKSYI,"Arif Faris di sekolah gak pernah ada pelajaran ngukur jarak matahari ke bumi, makanya saya juga kesel kenapa gak ada.",Experience,High,Experience,Experience,confirmed,False,pass_agreement
UgiF6RSmOyhW-ngCoAEC.8LxK-CDR4GZ8jPahAy7NYx,FjFsx6iQE3Y,"Dan satu hal lg boss' boss kan sering lihat bintang kan bersinar malam hari ? It sinar terang bukan sinar yg boss lihat mlm it juga sampai ke bumi? Melaikan it sinar yg entah udah berapa pulih ribuh tahun lalu dari sebuah bintang ( bintang disini bukan bintang bintang pljrn kt di SD malaikan bintang it adlh matahari klo di tata surya kita ) sementara bumi mars venus dll it di sebut planet ) dan sinar it entah dari bintang mana dan udh beibuh ribuh tahun traveller baru sampe ke bumi' dan itlah bintang yg sering kita lihat di mlm hari yg cerah :) luar biasa yah,,,",Question,High,Question,Question,confirmed,False,pass_agreement
Ugwf9vpQa-J4eh0APTV4AaABAg,5_9wU8yJZ8w,Anjirrr gua nonton jam set 3 malam keluarga gua udh pada tidur gua gedein suaranya pas di ending nya ngagetin anjrit langsung pada bangun,Opinion,Low,Opinion,Opinion,needs_adjudication,True,adjudicated
UgyRIoOMsdA7eROCnwt4AaABAg,QK01ROEqJ1A,Merinding gua ngeliatnya,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgxgcBwQ7mHl-E_OuvR4AaABAg.8jjqMTVBmyf8nGLTEmm-4y,21seK8tKSYI,Max's 69 kalo menurut Anda NASA itu bohong sebutkan bohong nya di mana!?,Question,Low,Question,Question,confirmed,False,pass_agreement
UgwXC6gf15LUiUREveJ4AaABAg,JRJ1ngbUe6A,musiknya kekencengan,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzZmBXYrxVCNbJwPQJ4AaABAg.9lxyb3w9CWN9mKu8Oxv_7P,QK01ROEqJ1A,Iya sampe sekarang masih (mungkin) dan tonton aja videonya,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Uggr6P_gGdJ7QXgCoAEC,PEbhbW4rgy4,kenapa kita kalo panas-panasan kulit kita menjadi gelap?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugx8Wb8mHBVO-U59fER4AaABAg.9HkboIOVK9C9I4hJVwIMcM,QK01ROEqJ1A,Gw 4x     Edit : dan setelah beberapa hari gw udah nonton 10 kali dan bahkan lagi belajar di tayangin🤣,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugx2HXxh-sGbysy1mbR4AaABAg,QK01ROEqJ1A,Sumpah ni video bisa ngalahin Mak gua dosen Mak gua aja gak tau good job for this channel,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgwSbPygdJk2ezbhyF14AaABAg,impJiSfof9E,Cibakutense 😁,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgggFcj4EP6loHgCoAEC,Tx87wEaDtxo,yang di pantat itu blackhole juga ga yah?,Agreement,Low,Question,Agreement,revised,False,verification_revision
UgxahE8CAzQNaCxK6-p4AaABAg,rloh5wZxFrU,"komentar nya kok dikit sih ya ,kayaknya dulu engga",Experience,High,Experience,Experience,confirmed,False,pass_agreement
UgwFI2YGGvzWjOhG88x4AaABAg.8_DllOhkwQT9ajMxYIQw_b,FjFsx6iQE3Y,Kalah sama ATTA HALILINTAR,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgwpLoZoKH7fa5QjGNZ4AaABAg,QK01ROEqJ1A,"Sumpah dah, w kalok namanya misteri2 alam semesta selalu suka,, the best👍",Praise,Medium,Opinion,Praise,revised,False,verification_revision
Ugx_1nRdbUX8wqJ_dYd4AaABAg,QK01ROEqJ1A,Gila keren banget ini konten!!! Banyakin dong konten ilmiah kayak gini!!!,Praise,Medium,Praise,Praise,confirmed,False,pass_agreement
UgwM1qXTjhHsLJZYCRV4AaABAg,QK01ROEqJ1A,Kok anda bisa tahu,Agreement,Low,Opinion,Agreement,revised,False,verification_revision
UggHWy4snsFg9HgCoAEC,iq0yOkj3d28,"min,apakah manusia bisa membangun lift luar angkasa?",Opinion,Medium,Question,Opinion,revised,False,verification_revision
Ugw5cE8AgjrEvp-nSkN4AaABAg,uA3cMFjqfaM,Bang kok bakso mulu klo setiap ada konten,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyPj1pfqrudYMO36OV4AaABAg,qis44fqpuAU,Pergi ke masa lalu dan masa depan,Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UgwsksS9ZH6GzerC_xp4AaABAg,RBFhyVux3IE,youtuber fav ads cuma di awal dan akhir,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgyyaOzeL7XYdVvMkzJ4AaABAg.9LYfy0BhYax9Pb8FGexT6-,T9ttUfGG7EE,Ntar 2024 baru balik kesana,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UggQsu22CfbmBngCoAEC.8FaRrJy9VVU8FbuRUwhDDB,NVDIHTGVcLc,+Ridwan Afwan Karim aku suka sama orang yang suka nanyak mangkanya aku buat sederhana,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugwilo_Ki8t5o5T7LpV4AaABAg.8jSRXwNnrm38jS_WrvydSM,qis44fqpuAU,"ERIC SHOW ternyata pas lu dateng ke masa depan semuanya hampa, karena bumi lenyap",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugwo_nEbDv3Q6UDp2454AaABAg,qis44fqpuAU,"Jika saya ke masa lalu, saya akan berusaha menghancurkan 2 negara Lucknut, Israel dan Ameriki",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Uggu5LrkNo2Ar3gCoAEC,FjFsx6iQE3Y,"late upload but nice like usual..  btw, demam starwars ya min? hahaha...",Disagreement,Medium,Question,Disagreement,revised,False,verification_revision
UggsKDCVpLuxSHgCoAEC,PEbhbW4rgy4,"Min, Kenapa Badan tiba tiba memar padahal gak kenapa kenapa ?",Question,Low,Question,Question,confirmed,False,pass_agreement
Uggl5y_8qmgnvHgCoAEC.8MlXN4IdOlU8MwoSMi1GSg,uA3cMFjqfaM,Bener juga lu,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugj15DvFpKJm3XgCoAEC,YljSXjd4lnk,"Maaf, kok ini baling-baling bambu ini emang baling-baling Doraemon,    ya?",Question,High,Question,Question,confirmed,False,pass_agreement
